rank,members,n_strains,axes,n_axes,diversity_mean,effect_mean_g,propionate_frac,culturability_mean,genus_diversity,spore_frac,composite_v2
5934,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_dorei; Bifidobacterium_longum,5,propionate+mucin,2,0.229,0.219,0.6,0.9,0.8,0.2,0.629
5935,Alistipes_putredinis; Victivallis_vadensis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.164,0.202,0.6,0.82,1.0,0.2,0.629
5936,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.15,0.233,0.6,0.86,1.0,0.4,0.629
5937,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.196,0.24,0.4,0.79,1.0,0.6,0.629
5938,Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_dorei; Turicibacter_sanguinis,4,propionate+mucin,2,0.223,0.182,0.75,0.85,1.0,0.25,0.629
5939,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.136,0.223,0.6,0.92,1.0,0.2,0.6289
5940,Alistipes_putredinis; Alistipes_indistinctus; Ruminococcus_lactaris; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.189,0.216,0.6,0.8,0.8,0.4,0.6289
5941,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_dorei; Bacteroides_salyersiae; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.205,0.212,0.8,0.89,0.8,0.2,0.6289
5942,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Bacteroides_salyersiae,4,propionate+mucin,2,0.221,0.221,0.75,0.837,0.75,0.25,0.6289
5943,Odoribacter_splanchnicus; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.192,0.207,0.8,0.86,1.0,0.2,0.6289
5944,Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_dorei; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.205,0.202,0.75,0.875,1.0,0.25,0.6289
5945,Barnesiella_intestinihominis; Alistipes_indistinctus; Ruminococcus_lactaris; Bacteroides_salyersiae,4,propionate+mucin,2,0.217,0.198,0.75,0.8,1.0,0.25,0.6289
5946,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Ruminococcus_lactaris; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.228,0.186,0.75,0.787,1.0,0.25,0.6289
5947,Barnesiella_intestinihominis; Eubacterium_siraeum; Bacteroides_salyersiae; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.175,0.248,0.4,0.81,1.0,0.4,0.6289
5948,Eubacterium_eligens; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bacteroides_dorei; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.211,0.259,0.4,0.88,0.6,0.6,0.6289
5949,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.176,0.23,0.6,0.82,0.8,0.4,0.6289
5950,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_intestinalis; Turicibacter_sanguinis,5,propionate+mucin,2,0.208,0.218,0.8,0.83,0.8,0.2,0.6289
5951,Alistipes_putredinis; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.193,0.221,0.4,0.82,1.0,0.4,0.6289
5952,Odoribacter_splanchnicus; Eubacterium_eligens; Akkermansia_muciniphila; Ruminococcus_lactaris; Bacteroides_salyersiae,5,propionate+mucin,2,0.243,0.198,0.6,0.85,1.0,0.4,0.6289
5953,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Butyrivibrio_crossotus; Bifidobacterium_longum,4,propionate+butyrate+mucin,3,0.15,0.237,0.5,0.875,1.0,0.25,0.6289
5954,Eubacterium_eligens; Eubacterium_siraeum; Alistipes_indistinctus; Bacteroides_dorei; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.208,0.241,0.4,0.85,0.8,0.6,0.6289
5955,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bifidobacterium_animalis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.162,0.246,0.4,0.82,1.0,0.2,0.6289
5956,Barnesiella_intestinihominis; Eubacterium_eligens; Victivallis_vadensis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.201,0.214,0.4,0.8,1.0,0.4,0.6289
5957,Alistipes_putredinis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.151,0.212,0.6,0.87,1.0,0.2,0.6289
5958,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.182,0.231,0.4,0.85,1.0,0.4,0.6289
5959,Odoribacter_splanchnicus; Bacteroides_intestinalis; Butyrivibrio_crossotus; Bifidobacterium_animalis,4,propionate+butyrate+mucin,3,0.17,0.21,0.5,0.875,1.0,0.25,0.6289
5960,Barnesiella_intestinihominis; Akkermansia_muciniphila; Bacteroides_dorei; Bacteroides_intestinalis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.193,0.215,0.8,0.87,0.8,0.0,0.6289
5961,Odoribacter_splanchnicus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.159,0.223,0.6,0.84,1.0,0.4,0.6288
5962,Alistipes_putredinis; Alistipes_indistinctus; Bacteroides_salyersiae; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.175,0.207,0.6,0.86,0.8,0.2,0.6288
5963,Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_intestinalis; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.182,0.228,0.4,0.87,1.0,0.4,0.6288
5964,Bacteroides_cellulosilyticus; Victivallis_vadensis; Alistipes_indistinctus,3,propionate+mucin,2,0.2,0.217,0.67,0.8,1.0,0.0,0.6288
5965,Eubacterium_eligens; Akkermansia_muciniphila; Alistipes_indistinctus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.206,0.222,0.4,0.81,1.0,0.6,0.6288
5966,Barnesiella_intestinihominis; Alistipes_putredinis; Victivallis_vadensis; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.224,0.192,0.4,0.74,1.0,0.4,0.6288
5967,Odoribacter_splanchnicus; Alistipes_putredinis; Alistipes_indistinctus; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,0.232,0.191,0.8,0.8,0.8,0.2,0.6288
5968,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_intestinalis; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.152,0.234,0.6,0.89,0.8,0.2,0.6288
5969,Odoribacter_splanchnicus; Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_dorei; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.214,0.228,0.6,0.81,1.0,0.2,0.6288
5970,Barnesiella_intestinihominis; Bacteroides_dorei; Bacteroides_salyersiae; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.174,0.204,0.6,0.89,0.8,0.2,0.6288
5971,Barnesiella_intestinihominis; Eubacterium_eligens; Intestinimonas_butyriciproducens; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.188,0.223,0.4,0.85,1.0,0.4,0.6288
5972,Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_dorei; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.217,0.246,0.6,0.84,0.8,0.2,0.6288
5973,Barnesiella_intestinihominis; Akkermansia_muciniphila; Victivallis_vadensis; Bacteroides_dorei; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.203,0.174,0.8,0.86,1.0,0.0,0.6288
5974,Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.18,0.256,0.75,0.838,0.75,0.0,0.6288
5975,Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.131,0.245,0.8,0.91,0.6,0.2,0.6287
5976,Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,4,propionate+butyrate+mucin,3,0.124,0.251,0.75,0.9,0.75,0.25,0.6287
5977,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Victivallis_vadensis; Bacteroides_dorei; Bacteroides_intestinalis,5,propionate+mucin,2,0.223,0.204,0.8,0.86,0.6,0.0,0.6287
5978,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Bifidobacterium_longum,4,propionate+mucin,2,0.204,0.21,0.75,0.913,0.75,0.0,0.6287
5979,Eubacterium_siraeum; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.154,0.276,0.4,0.81,1.0,0.4,0.6287
5980,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bifidobacterium_longum; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.21,0.174,0.75,0.862,1.0,0.0,0.6287
5981,Barnesiella_intestinihominis; Alistipes_indistinctus; Bacteroides_salyersiae; Bifidobacterium_longum,4,propionate+mucin,2,0.2,0.186,0.75,0.875,1.0,0.0,0.6287
5982,Barnesiella_intestinihominis; Alistipes_putredinis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.211,0.202,0.4,0.79,1.0,0.4,0.6287
5983,Odoribacter_splanchnicus; Eubacterium_eligens; Eubacterium_siraeum; Bacteroides_intestinalis,4,propionate+mucin,2,0.266,0.229,0.5,0.863,0.75,0.5,0.6287
5984,Alistipes_indistinctus; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,4,propionate+butyrate+mucin,3,0.12,0.227,0.75,0.862,1.0,0.25,0.6287
5985,Odoribacter_splanchnicus; Eubacterium_eligens; Akkermansia_muciniphila; Bacteroides_salyersiae; Bifidobacterium_longum,5,propionate+mucin,2,0.229,0.189,0.6,0.91,1.0,0.2,0.6287
5986,Barnesiella_intestinihominis; Eubacterium_siraeum; Parabacteroides_goldsteinii,3,propionate+mucin,2,0.213,0.22,0.67,0.85,1.0,0.33,0.6287
5987,Barnesiella_intestinihominis; Victivallis_vadensis; Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_intestinalis,5,propionate+mucin,2,0.22,0.185,0.8,0.83,0.8,0.0,0.6287
5988,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.181,0.248,0.4,0.76,1.0,0.4,0.6287
5989,Alistipes_putredinis; Akkermansia_muciniphila; Victivallis_vadensis; Bacteroides_intestinalis; Bacteroides_salyersiae,5,propionate+mucin,2,0.215,0.184,0.8,0.87,0.8,0.0,0.6287
5990,Alistipes_indistinctus; Bacteroides_intestinalis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.128,0.227,0.8,0.88,0.8,0.2,0.6287
5991,Alistipes_putredinis; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.17,0.213,0.6,0.81,1.0,0.4,0.6287
5992,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Bifidobacterium_animalis,5,propionate+mucin,2,0.226,0.207,0.6,0.83,1.0,0.2,0.6286
5993,Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_dorei; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.211,0.216,0.4,0.8,1.0,0.6,0.6286
5994,Barnesiella_intestinihominis; Bacteroides_dorei; Ruminococcus_lactaris; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.193,0.205,0.6,0.83,0.8,0.4,0.6286
5995,Barnesiella_intestinihominis; Eubacterium_eligens; Alistipes_indistinctus; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.223,0.247,0.5,0.775,1.0,0.25,0.6286
5996,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.153,0.232,0.6,0.89,0.8,0.2,0.6286
5997,Alistipes_putredinis; Eubacterium_siraeum; Ruminococcus_lactaris; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.201,0.229,0.4,0.81,1.0,0.6,0.6286
5998,Barnesiella_intestinihominis; Eubacterium_eligens; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.207,0.225,0.4,0.79,1.0,0.6,0.6286
5999,Alistipes_putredinis; Eubacterium_eligens; Akkermansia_muciniphila; Bacteroides_intestinalis; Turicibacter_sanguinis,5,propionate+mucin,2,0.235,0.21,0.6,0.85,1.0,0.4,0.6286
6000,Alistipes_putredinis; Akkermansia_muciniphila; Alistipes_indistinctus; Bacteroides_dorei; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.195,0.216,0.8,0.84,0.8,0.0,0.6286
6001,Alistipes_putredinis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.156,0.204,0.6,0.87,1.0,0.2,0.6286
6002,Odoribacter_splanchnicus; Ruminococcus_lactaris; Bacteroides_intestinalis; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.194,0.211,0.5,0.8,1.0,0.5,0.6286
6003,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.189,0.259,0.6,0.83,1.0,0.2,0.6286
6004,Barnesiella_intestinihominis; Akkermansia_muciniphila; Turicibacter_sanguinis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.172,0.206,0.6,0.83,1.0,0.4,0.6285
6005,Barnesiella_intestinihominis; Eubacterium_siraeum; Akkermansia_muciniphila; Victivallis_vadensis; Bacteroides_salyersiae,5,propionate+mucin,2,0.237,0.189,0.6,0.85,1.0,0.2,0.6285
6006,Odoribacter_splanchnicus; Bacteroides_dorei; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.197,0.201,0.6,0.82,0.8,0.4,0.6285
6007,Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_intestinalis; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.187,0.22,0.4,0.87,1.0,0.4,0.6285
6008,Barnesiella_intestinihominis; Alistipes_putredinis; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.23,0.203,0.4,0.73,1.0,0.6,0.6285
6009,Barnesiella_intestinihominis; Eubacterium_eligens; Intestinimonas_butyriciproducens; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.193,0.215,0.4,0.85,1.0,0.4,0.6285
6010,Eubacterium_siraeum; Akkermansia_muciniphila; Victivallis_vadensis; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.198,0.21,0.4,0.84,1.0,0.4,0.6285
6011,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.219,0.213,0.4,0.76,1.0,0.6,0.6285
6012,Barnesiella_intestinihominis; Bacteroides_dorei; Bacteroides_salyersiae; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.179,0.196,0.6,0.89,0.8,0.2,0.6285
6013,Alistipes_putredinis; Bacteroides_dorei; Bacteroides_salyersiae; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.16,0.233,0.6,0.83,0.8,0.2,0.6285
6014,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_dorei; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,0.236,0.18,0.8,0.83,0.8,0.2,0.6285
6015,Odoribacter_splanchnicus; Bacteroides_dorei; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,4,propionate+butyrate+mucin,3,0.207,0.195,0.5,0.787,1.0,0.5,0.6285
6016,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bifidobacterium_longum; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.168,0.238,0.4,0.82,1.0,0.2,0.6285
6017,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_intestinalis; Turicibacter_sanguinis,5,propionate+mucin,2,0.243,0.204,0.6,0.81,1.0,0.4,0.6285
6018,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Bifidobacterium_animalis,4,propionate+mucin,2,0.197,0.218,0.75,0.913,0.75,0.0,0.6284
6019,Eubacterium_eligens; Akkermansia_muciniphila; Alistipes_indistinctus; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.183,0.224,0.4,0.88,1.0,0.4,0.6284
6020,Eubacterium_eligens; Akkermansia_muciniphila; Bacteroides_intestinalis; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.166,0.252,0.4,0.85,1.0,0.4,0.6284
6021,Alistipes_putredinis; Bacteroides_cellulosilyticus; Victivallis_vadensis; Alistipes_indistinctus; Bacteroides_dorei,5,propionate+mucin,2,0.225,0.205,0.8,0.83,0.6,0.0,0.6284
6022,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei; Ruminococcus_lactaris; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.172,0.234,0.6,0.83,0.8,0.4,0.6284
6023,Odoribacter_splanchnicus; Akkermansia_muciniphila; Bifidobacterium_animalis,3,propionate+mucin,2,0.218,0.171,0.67,0.917,1.0,0.0,0.6284
6024,Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_intestinalis; Bifidobacterium_animalis,4,propionate+mucin,2,0.194,0.195,0.75,0.875,1.0,0.0,0.6284
6025,Barnesiella_intestinihominis; Alistipes_indistinctus; Turicibacter_sanguinis; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.195,0.215,0.5,0.762,1.0,0.5,0.6284
6026,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.211,0.238,0.6,0.77,1.0,0.2,0.6284
6027,Odoribacter_splanchnicus; Bacteroides_intestinalis; Butyrivibrio_crossotus; Bifidobacterium_longum,4,propionate+butyrate+mucin,3,0.176,0.2,0.5,0.875,1.0,0.25,0.6284
6028,Odoribacter_splanchnicus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.144,0.231,0.6,0.81,1.0,0.2,0.6284
6029,Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bifidobacterium_animalis,4,propionate+mucin,2,0.215,0.237,0.5,0.887,1.0,0.25,0.6284
6030,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei; Turicibacter_sanguinis,5,propionate+mucin,2,0.215,0.209,0.8,0.83,0.8,0.2,0.6283
6031,Alistipes_putredinis; Eubacterium_eligens; Akkermansia_muciniphila; Victivallis_vadensis; Alistipes_indistinctus,5,propionate+mucin,2,0.255,0.197,0.6,0.82,0.8,0.2,0.6283
6032,Eubacterium_siraeum; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Victivallis_vadensis; Alistipes_indistinctus,5,propionate+mucin,2,0.216,0.217,0.6,0.85,1.0,0.2,0.6283
6033,Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_intestinalis; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.175,0.247,0.4,0.81,1.0,0.4,0.6283
6034,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_salyersiae; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.189,0.19,0.8,0.88,1.0,0.0,0.6283
6035,Barnesiella_intestinihominis; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.169,0.214,0.6,0.81,1.0,0.4,0.6283
6036,Eubacterium_eligens; Victivallis_vadensis; Alistipes_indistinctus; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.193,0.222,0.4,0.81,1.0,0.4,0.6283
6037,Eubacterium_eligens; Bacteroides_cellulosilyticus; Victivallis_vadensis; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.196,0.241,0.4,0.84,0.8,0.4,0.6283
6038,Barnesiella_intestinihominis; Alistipes_putredinis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.216,0.194,0.4,0.79,1.0,0.4,0.6283
6039,Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.179,0.232,0.4,0.86,1.0,0.4,0.6282
6040,Odoribacter_splanchnicus; Victivallis_vadensis; Bacteroides_intestinalis,3,propionate+mucin,2,0.235,0.168,0.67,0.8,1.0,0.0,0.6282
6041,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_eligens; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate,2,0.227,0.223,0.6,0.83,1.0,0.4,0.6282
6042,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Bifidobacterium_longum,5,propionate+mucin,2,0.232,0.199,0.6,0.83,1.0,0.2,0.6282
6043,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_salyersiae; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.148,0.236,1.0,0.9,0.75,0.0,0.6282
6044,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.158,0.225,0.6,0.89,0.8,0.2,0.6282
6045,Eubacterium_eligens; Akkermansia_muciniphila; Alistipes_indistinctus; Ruminococcus_lactaris; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.202,0.226,0.4,0.82,1.0,0.6,0.6282
6046,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_eligens; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.226,0.201,0.6,0.86,1.0,0.2,0.6282
6047,Odoribacter_splanchnicus; Bacteroides_dorei; Bacteroides_intestinalis; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.174,0.203,0.6,0.89,0.8,0.2,0.6282
6048,Barnesiella_intestinihominis; Alistipes_putredinis; Ruminococcus_lactaris; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.206,0.205,0.4,0.8,1.0,0.4,0.6282
