"evidence_id","source_database","source_accession","doi","pmid","title","year","evidence_type","priority","relevance_score","study_tag","intervention_type_hint","taxa_hint","outcome_hint","needs_manual_review","source_url","queue_rank","queue_reason"
"EUROPEPMC:42108208","PubMed","42108208","10.1093/nutrit/nuag048","42108208","Comparative Efficacy of Probiotics for the Treatment of Obesity: A Systematic Review and Network Meta-analysis.","2026","literature","medium","1","meta_analysis_or_systematic_review","probiotic","","","true","https://europepmc.org/article/MED/42108208","80","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review"
"EUROPEPMC:42180583","PubMed","42180583","10.3389/fnut.2026.1779954","42180583","Impact of probiotics and prebiotics on glucose/lipid metabolism in metabolic dysfunction-associated steatotic liver disease: mechanisms and implications.","2026","literature","medium","1","needs_manual_classification","probiotic;prebiotic","","lipid;glucose","true","https://europepmc.org/article/MED/42180583","81","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=lipid;glucose"
"EUROPEPMC:42193156","PubMed","42193156","10.3390/antiox15050533","42193156","Oxidative Stress-Gut Microbiome Crosstalk: Intestinal Redox Imbalance and Probiotics Therapeutic Potential.","2026","literature","medium","1","needs_manual_classification","probiotic","","microbiome","true","https://europepmc.org/article/MED/42193156","82","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:42197026","PubMed","42197026","10.3390/nu18101565","42197026","Exercise and the Gut Microbiome: From Mechanisms to Clinical Applications.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/42197026","83","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:PMC13203418","publisher supplementary data","PMC13203418","","","Oxidative Stress–Gut Microbiome Crosstalk: Intestinal Redox Imbalance and Probiotics Therapeutic Potential","2026","literature","medium","1","needs_manual_classification","probiotic","","microbiome","true","","84","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:PMC13206985","publisher supplementary data","PMC13206985","","","Current Understanding of Probiotic Strains and Immune Function: From Gut Microbiota to Systemic Immunity","2026","literature","medium","1","needs_manual_classification","probiotic","","microbiome","true","","85","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:40587116","PubMed","40587116","10.2337/dc25-0728","40587116","Prediction of Weight Loss and Regain Based on Multiomic and Phenotypic Features: Results From a Calorie-Restricted Feeding Trial.","2026","literature","medium","1","needs_manual_classification","","","weight","true","https://pubmed.ncbi.nlm.nih.gov/40587116/","86","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=weight"
"PMID:41580820","PubMed","41580820","10.1186/s13020-025-01305-9","41580820","Targeting G-protein-coupled receptors and gut microbiota: Ge-Lian Qi-Shen decoction elevates GLP-1 to combat non-alcoholic fatty liver disease.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/41580820/","87","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:41657529","PubMed","41657529","10.1002/fsn3.71497","41657529","Association of Anti-Inflammatory Dietary Adherence With Biomarkers and Gut Microbiota Related to Colorectal Cancer Risk: A Retrospective Study.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/41657529/","88","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:41895350","PubMed","41895350","10.1016/j.micpath.2026.108466","41895350","Understanding gut microbiota dysbiosis as a plausible link between obstructive sleep apnea (OSA), viral infections, and lifestyle diseases.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/41895350/","89","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:42060019","PubMed","42060019","10.1007/s40520-026-03403-6","42060019","Association between gut microbiota and sarcopenia in older adults: a cross-sectional analysis from the second wave of the Birjand Longitudinal Aging Study (BLAS).","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/42060019/","90","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:42061563","PubMed","42061563","10.1016/j.jep.2026.121684","42061563","Oroxin A in Linggui Zhugan Decoction in the treatment of MASH by regulating cholesterol-bile acid metabolism.","2026","literature","medium","1","needs_manual_classification","","","lipid","true","https://pubmed.ncbi.nlm.nih.gov/42061563/","91","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=lipid"
"PMID:42116498","PubMed","42116498","10.1016/j.foodres.2026.119257","42116498","Timing matters in type 2 diabetes: Early high-Fiber nutrition enhances glycemic control and reshapes gut microbiota.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/42116498/","92","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:42139619","PubMed","42139619","10.36740/WLek/220666","42139619","Clinical, endoscopic, morphological and microbiological characteristics of diverticular disease in patients with metabolic disorders.","2026","literature","medium","1","needs_manual_classification","","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/42139619/","93","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=glucose"
"PMID:42151830","PubMed","42151830","10.1186/s12876-026-04934-y","42151830","Short-term synbiotic supplementation and intrahepatic triglyceride content assessed by proton MR spectroscopy: a pilot study.","2026","literature","medium","1","needs_manual_classification","synbiotic","","lipid","true","https://pubmed.ncbi.nlm.nih.gov/42151830/","94","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=lipid"
"EUROPEPMC:39857762","PubMed","39857762","10.3390/biomedicines13010179","39857762","Malnutrition and Its Influence on Gut sIgA-Microbiota Dynamics.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/39857762","95","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:40299326","PubMed","40299326","10.3390/biomedicines13040779","40299326","Intestinal Microbiota Modulation by Fecal Microbiota Transplantation in Nonalcoholic Fatty Liver Disease.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/40299326","96","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:40673005","PubMed","40673005","10.3389/fcimb.2025.1546627","40673005","The role of probiotics in adolescents' obesity.","2025","literature","medium","1","needs_manual_classification","probiotic","","","true","https://europepmc.org/article/MED/40673005","97","priority=medium; relevance=1; study_tag=needs_manual_classification"
"EUROPEPMC:41030554","PubMed","41030554","10.3389/fmicb.2025.1665101","41030554","<i>Akkermansia muciniphila</i> and osteoporosis: emerging role of gut microbiota in skeletal homeostasis.","2025","literature","medium","1","needs_manual_classification","","Akkermansia","microbiome","true","https://europepmc.org/article/MED/41030554","98","priority=medium; relevance=1; study_tag=needs_manual_classification; taxa=Akkermansia; outcomes=microbiome"
"EUROPEPMC:41097469","PubMed","41097469","10.3390/foods14193300","41097469","Effect of Probiotics Containing <i>Lactobacillus plantarum</i> on Blood Lipids: Systematic Review, Meta-Analysis, and Network Pharmacological Analysis.","2025","literature","medium","1","meta_analysis_or_systematic_review","probiotic","Lactobacillus","lipid","true","https://europepmc.org/article/MED/41097469","99","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review; taxa=Lactobacillus; outcomes=lipid"
"EUROPEPMC:41120928","PubMed","41120928","10.1186/s12866-025-04408-3","41120928","A novel synbiotic formulation prevents calcium oxalate stones by restoring gut microbiota homeostasis.","2025","literature","medium","1","needs_manual_classification","synbiotic","","microbiome","true","https://europepmc.org/article/MED/41120928","100","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41137026","PubMed","41137026","10.1186/s12967-025-07149-z","41137026","Akkermansia muciniphila: a microbial guardian against oxidative stress-gut microbiota crosstalk and clinical prospects.","2025","literature","medium","1","needs_manual_classification","","Akkermansia","microbiome","true","https://europepmc.org/article/MED/41137026","101","priority=medium; relevance=1; study_tag=needs_manual_classification; taxa=Akkermansia; outcomes=microbiome"
"EUROPEPMC:41200610","PubMed","41200610","10.7759/cureus.95045","41200610","Gut Microbiota-Directed Interventions in Type 2 Diabetes: A Systematic Review of Clinical Outcomes and Complication Risk.","2025","literature","medium","1","meta_analysis_or_systematic_review","","","microbiome","true","https://europepmc.org/article/MED/41200610","102","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=microbiome"
"EUROPEPMC:41269489","PubMed","41269489","10.1007/s40520-025-03216-z","41269489","Effect of host and gut microbiota-altering interventions on sarcopenia or its defining parameters: a systematic review and meta-analysis of nutrition-based intervention studies.","2025","literature","medium","1","meta_analysis_or_systematic_review","","","microbiome","true","https://europepmc.org/article/MED/41269489","103","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=microbiome"
"EUROPEPMC:41295220","PubMed","41295220","10.3390/jpm15110518","41295220","Impact of Reducing Obesity in PCOS: Methods and Treatment Outcomes.","2025","literature","medium","1","needs_manual_classification","","","","true","https://europepmc.org/article/MED/41295220","104","priority=medium; relevance=1; study_tag=needs_manual_classification"
"EUROPEPMC:41308055","PubMed","41308055","10.1177/07067437251394369","41308055","Oral Methods of Microbiota Manipulation for Depression Symptoms: A Systematic Review: Méthodes orales de manipulation du microbiote pour traiter les symptômes de dépression : Une revue systématique.","2025","literature","medium","1","meta_analysis_or_systematic_review","","","microbiome","true","https://europepmc.org/article/MED/41308055","105","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=microbiome"
"EUROPEPMC:41377642","PubMed","41377642","10.17925/hi.2025.19.2.3","41377642","Gut Microbiome and Cardiovascular Health: Mechanisms, Therapeutic Potential and Future Directions.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41377642","106","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41488302","PubMed","41488302","10.3389/fmicb.2025.1675155","41488302","Mechanisms of gut microbiota in host fat deposition: metabolites, signaling pathways, and translational applications.","2025","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41488302","107","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41516240","PubMed","41516240","10.3390/ijms27010365","41516240","From Gut Dysbiosis to Skin Inflammation in Atopic Dermatitis: Probiotics and the Gut-Skin Axis-Clinical Outcomes and Microbiome Implications.","2025","literature","medium","1","needs_manual_classification","probiotic","","microbiome","true","https://europepmc.org/article/MED/41516240","108","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
